date,platform,summary,name,name_cn,tags,total_episodes,collection,id,eps,volumes,locked,nsfw,type,small_cover,grid_cover,large_cover,medium_cover,common_cover,版本特性,艺术家,发售日期,价格,播放时长,发行商,录音,碟片数量,rank,votes,ratings,rating_score,发行方,Artist,作词,作曲,编曲,品番,Type,Released,Length,Discs,制作人,中文名,厂牌,别名,介质,商品编号,特设,website,Website,产品编号,编号,Publisher,官方主页,官方网站,插图,レーベル,規格品番,ASIN,EAN,再版,備註,Official Web Site,其他,サークル,版号,出版,歌手,Catalog,HP,唱片公司,Vocal,Illustration,Producer,Lyrics,Arrange,Compose,作り手,剧本,曲目条数,社团,Strings,英文名,编录,Composer,条形码,脚本,备注,Recorded,展会,制作,发布,作詞,版权,表演者,出版者,条型码,商品番号,Sound Director,Arrangement,Conductor,Orchestra,Choir,Band,Drums,Keyboard,Piano,混音,流派,专辑类型,发行时间,其他发行日期,声音工程师,录音师,混音师,混音助理,母带制作,音乐监制,JANコード,其他发售日期,Remix,Tracks,JAN,售价,官网,媒介,发售商,Arranger,出版社,発売元,販売元,Circle,绘图,象征标志设计,鏡音リン出场服装设计,唱片数,联合制作,出品,bandcamp
2015-05-20,,"ナナシスのフルアルバムが遂に登場！777☆SISTERSやセブンスシスターズをはじめ、各ユニットの楽曲を収録する、支配人必携の一枚。

収録楽曲は、「ワタシ・愛・forU!!」以降にゲーム内でリリースされた全楽曲と、2015年3月19日時点で未公開となっているWITCH NUMBER 4、SiSH、NI+CORA、サンボンリボン、4Uの新曲、更に、このアルバムの為だけに制作されたオリジナルドラマトラックが収録！",H-A-J-I-M-A-L-B-U-M-!!,,"{'t7s': 11, '777☆SISTERS': 4, '偶像歌曲': 3, '2015': 2, '.DramaCD': 2, 'ナナシス': 2, 'MA': 1, 'album': 1, 'ゲーム': 1}",12,"{'on_hold': 0, 'dropped': 0, 'wish': 3, 'collect': 53, 'doing': 6}",131370,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/21/2d/131370_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/21/2d/131370_jp.jpg,https://lain.bgm.tv/pic/cover/l/21/2d/131370_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/21/2d/131370_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/21/2d/131370_jp.jpg,,777☆SISTERS / NI+CORA / WITCH NUMBER 4 / SiSH / サンボンリボン / 4U / KARAKURI,2015-05-20,"￥ 3,564",47 分,,,2,1061,38,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 2, '7': 5, '8': 18, '9': 10, '10': 3}",8.18421052631579,,,SATSUKI-UPDATE / KANABOSHI☆TSUKUMO / Junky / kz,fu_mou / y0c1e / emon / 阿部隆大 / 伊藤賢(NAGI☆) / mu-ray / Junky / kz / 霊長類P,fu_mou / y0c1e / emon / 阿部隆大 / 伊藤賢(NAGI☆) / mu-ray / Junky / kz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,METAL GEAR SOLID V ORIGINAL SOUNDTRACK,,"{'OST': 7, '2015': 2, 'Ludvig.Forssell': 2, 'Justin_Burnett': 1, 'Stefanie_Joosten': 1, 'Daniel_James': 1, 'Ludvig_Forssell': 1, 'Harry_Gregson-Williams': 1, 'DONNA_BURKE': 1, 'VGM': 1, '幻痛': 1, 'V.A.': 1}",50,"{'on_hold': 1, 'dropped': 0, 'wish': 1, 'collect': 34, 'doing': 1}",145916,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/68/5d/145916_us.jpg,https://lain.bgm.tv/r/100/pic/cover/l/68/5d/145916_us.jpg,https://lain.bgm.tv/pic/cover/l/68/5d/145916_us.jpg,https://lain.bgm.tv/r/800/pic/cover/l/68/5d/145916_us.jpg,https://lain.bgm.tv/r/400/pic/cover/l/68/5d/145916_us.jpg,,Midge Ure、Donna Burke、Stefanie Joosten、Ennio Morricone、Joan Baez、Garbage、MIKE OLDFIELD,2015-09-02,"¥ 3,348",158 min (79 min + 79 min),,,2,917,28,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 11, '9': 10, '10': 2}",8.321428571428571,株式会社コナミデジタルエンタテインメント,,David Bowie、Ludvig Forssell、Joan Baez、Garbage、MIKE OLDFIELD,David Bowie、Ludvig Forssell、Justin Burnett、本田晃弘、Ennio Morricone、Garbage、MIKE OLDFIELD、Harry Gregson-Williams、Daniel James,Ludvig Forssell、戸田信子,,,,,,,,,,,,,,,,GFCA-398~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-14,,"Google Chrome “あなたのウェブを、はじめよう。” キャンペーンCMソングとして、1週間で100万プレビューを超え、ネット上で話題沸騰中の「Tell Your World」を収録した移籍第一弾EP「Tell Your World EP」がリリース決定!!
これまでCD化のリクエストも多かった「Far Away」「Star Story」「Fly Out」のフルバージョンも収録した全8曲収録予定。
ジャケットは同楽曲のアートディレクター”ファンタジスタ歌磨呂”とノイタミナアニメ「C」 などを手掛けるイラストレーターの”mebae”のスペシャルコラボ!!!",Tell Your World EP,,"{'Vocaloid': 94, '初音ミク': 81, 'kz': 43, '洗脑魔音': 17, 'livetune': 17, '经典': 12, '歌詞感動': 11, '2012': 9, 'miku': 6, '神曲': 6, 'EP': 2, 'ボーカロイド': 2, '泛Vocaloid': 1, '.Doujin': 1, '已整理': 1, 'Coterie': 1, '同人音楽': 1, 'pop': 1, 'v家': 1, 'Voc@loid': 1, '已购': 1, '必购': 1}",8,"{'on_hold': 1, 'dropped': 0, 'wish': 21, 'collect': 320, 'doing': 20}",31411,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/e4/b9/31411_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/e4/b9/31411_jp.jpg,https://lain.bgm.tv/pic/cover/l/e4/b9/31411_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/e4/b9/31411_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/e4/b9/31411_jp.jpg,CD+DVD / Limited Edition,livetune feat.初音ミク,2012-03-14,"￥ 1,890",38:52,,トイズファクトリー,1,277,228,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 11, '7': 22, '8': 79, '9': 83, '10': 32}",8.43859649122807,トイズファクトリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-11,,"今作はDrop特有のゴシック・民族風の曲調を中心に、葉月ゆらによる童話
モチーフの幻想的な歌詞と、その独特な甘いハイトーンヴォーカルが際だつ
美しい一枚に仕上がっており、表題曲のHAMELNと恋するマリオネットは
必聴です。 ",HAMELN,,"{'葉月ゆら': 20, '同人音乐': 7, '物语': 5, '清風明月': 4, 'M3-24': 4, '同人': 3, '音乐专辑': 2, 'DROP': 2, '東方': 2, '2009': 1, '同人音樂': 1, '同人音楽': 1, '清风明月': 1}",11,"{'on_hold': 0, 'dropped': 0, 'wish': 6, 'collect': 60, 'doing': 9}",2928,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/90/87/2928_1zCaO.jpg,https://lain.bgm.tv/r/100/pic/cover/l/90/87/2928_1zCaO.jpg,https://lain.bgm.tv/pic/cover/l/90/87/2928_1zCaO.jpg,https://lain.bgm.tv/r/800/pic/cover/l/90/87/2928_1zCaO.jpg,https://lain.bgm.tv/r/400/pic/cover/l/90/87/2928_1zCaO.jpg,"专辑,物语,同人音乐",清風明月,2009-10-11　M3-2009秋,￥1.000,,,葉月ゆら,1,901,49,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 3, '7': 7, '8': 18, '9': 14, '10': 6}",8.204081632653061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-13,,TV:TVK他放映のアニメ『ぼくらの』のオープニング・テーマ「アンインストール」、エンディング・テーマ「Little Bird」を収録したシングル。石川智晶による作詞・作曲・歌唱。,アンインストール,,"{'石川智晶': 97, 'OP': 47, '阿姨说': 44, 'アンインストール': 29, '2007': 18, '灭世系': 14, '神曲': 13, 'ED': 12, 'ぼくらの': 10, '地球防卫少年': 10, 'anime': 7, '我们的': 5, 'single': 4, 'OP_ED': 3, '动画': 2, '已整理': 1, '购入预定': 1, 'highA-': 1, '☆ACG': 1, '力荐': 1, '未观看原作': 1, '★J-POP': 1, '动漫主题曲': 1, 'JPOP': 1, 'ACG': 1, '日本': 1, 'VICTOR': 1, '西田マサラ': 1, 'シングル': 1, '2007年': 1}",4,"{'on_hold': 1, 'dropped': 0, 'wish': 24, 'collect': 363, 'doing': 12}",2743,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/22/b1/2743_uTq0y.jpg,https://lain.bgm.tv/r/100/pic/cover/l/22/b1/2743_uTq0y.jpg,https://lain.bgm.tv/pic/cover/l/22/b1/2743_uTq0y.jpg,https://lain.bgm.tv/r/800/pic/cover/l/22/b1/2743_uTq0y.jpg,https://lain.bgm.tv/r/400/pic/cover/l/22/b1/2743_uTq0y.jpg,"Single, Maxi",,2007-06-13,"￥ 1,155",19 分,,ビクターエンタテインメント,1,192,286,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 2, '6': 5, '7': 32, '8': 92, '9': 104, '10': 51}",8.552447552447552,,,,,,,,,,,,,,[{'v': 'Uninstall'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,2015年12月10日にPS4&PS3&PS Vitaソフトで発売されたシュタインズ・ゲートの正統続編『STEINS;GATE 0』のサウンドを完全網羅したサウンドトラックCDがリリース決定!,「STEINS;GATE 0 SOUND TRACKS」-完全版-,,"{'OST': 12, '阿保剛': 8, 'SteinsGate0': 6, '2016': 5, '命运石之门': 4, '志倉千代丸': 4, 'STEINS': 2, 'GATE': 1}",40,"{'on_hold': 2, 'dropped': 0, 'wish': 0, 'collect': 56, 'doing': 4}",187600,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/64/e9/187600_1myed.jpg,https://lain.bgm.tv/r/100/pic/cover/l/64/e9/187600_1myed.jpg,https://lain.bgm.tv/pic/cover/l/64/e9/187600_1myed.jpg,https://lain.bgm.tv/r/800/pic/cover/l/64/e9/187600_1myed.jpg,https://lain.bgm.tv/r/400/pic/cover/l/64/e9/187600_1myed.jpg,,いとうかなこ / 潘めぐみ / Zwei / 佐々木恵梨,2016-08-24,"￥3,780",126 分,,,2,939,41,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 5, '8': 22, '9': 10, '10': 3}",8.21951219512195,,,志倉千代丸 / 佐々木恵梨 / 本山清治,阿保剛 / 志倉千代丸 / MANYO / 大島こうすけ / Wolfgang Amadeus Mozart,阿保剛 / 荒幡亮平 / MANYO / 流歌 / 大島こうすけ / 悠木真一,,,,,,,,5pb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-22,,CLAMP 原作の話題作、NHK教育TVアニメ「ツバサ・クロニクル」のオリジナル・サウンドトラック第2弾。前作に続いて伊藤恵理をフィーチャーしたボーカル曲や、FictionJunction KEIKO による登場人物・織葉（おるは）のテーマソング挿入歌「風の街へ」、サクラ役の牧野由依が歌う挿入歌「ユメノツバサ」など約20曲を収録。音楽は梶浦由記が担当。,「ツバサ・クロニクル」 オリジナル・サウンドトラック Future Soundscape II,,"{'OST': 11, '梶浦由記': 11, 'KEIKO': 4, '伊東恵里': 4, '梶浦由记': 4, 'kaori': 3, 'FictionJunction': 3, 'anime': 2, '推荐': 2, '翼年代记': 2, '2005': 1, '动漫原声带': 1}",18,"{'on_hold': 1, 'dropped': 0, 'wish': 5, 'collect': 39, 'doing': 2}",39223,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/05/c2/39223_ODHpO.jpg,https://lain.bgm.tv/r/100/pic/cover/l/05/c2/39223_ODHpO.jpg,https://lain.bgm.tv/pic/cover/l/05/c2/39223_ODHpO.jpg,https://lain.bgm.tv/r/800/pic/cover/l/05/c2/39223_ODHpO.jpg,https://lain.bgm.tv/r/400/pic/cover/l/05/c2/39223_ODHpO.jpg,Soundtrack,梶浦由記,2005-09-22,,52 分,,,1,982,27,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 2, '7': 0, '8': 14, '9': 10, '10': 1}",8.296296296296296,,,梶浦由記,梶浦由記,梶浦由記,,,,,,,,ビクターエンタテインメント,"[{'v': 'Tsubasa Chronicle Original Soundtrack Future Soundscape II'}, {'v': 'Tsubasa Chronicle: Future Soundscape V.2'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-10,,,銀河鉄道の夜 サウンドトラック,银河铁道之夜 原声集,"{'OST': 21, '銀河鉄道の夜': 15, '加賀谷玲': 12, '2007': 6, '纯音乐': 5, '井上ヒロコ': 4, '宮沢賢治': 4, 'anime': 4, 'MIGA': 2, '未观看原作': 1, 'AVG': 1}",22,"{'on_hold': 3, 'dropped': 0, 'wish': 15, 'collect': 95, 'doing': 4}",118468,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/c4/66/118468_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/c4/66/118468_jp.jpg,https://lain.bgm.tv/pic/cover/l/c4/66/118468_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/c4/66/118468_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/c4/66/118468_jp.jpg,Soundtrack,加賀谷玲,2007-02-10,"￥ 2,160",,Dream Side Records,Dream Side Records,1,408,64,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 1, '7': 7, '8': 22, '9': 24, '10': 9}",8.46875,,,,加賀谷玲,,,,,,,,银河铁道之夜 原声集,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17,,"ミュージカル×アニメーションで紡ぐ、二層展開式少女歌劇「少女☆歌劇 レヴュースタァライト」
よりアニメ8~12話の本編で使用された「レヴュー曲」を収録した第二弾アルバム! ",ラ レヴュー ド ソワレ,,"{'少女☆歌劇': 53, 'スタァライト九九組': 34, '插入歌': 30, '剧中歌': 23, '2018': 16, '百合': 11, '2018年': 9, 'OST': 8, 'anime': 7, 'IN': 6, '动画': 5, '战斗': 3, '藤澤慶昌': 3, '插入曲': 3, 'ED': 3, 'VOCAL': 2, 'MA': 1, 'Revue': 1, '尋木ヒロ': 1, '三好啓太': 1, '本多友紀': 1, '波丽佳音': 1, '2018年10月': 1, '其他': 1, 'anisong': 1, '挿入歌': 1, 'cd': 1, '角色歌': 1, '歌剧': 1, '专辑': 1}",10,"{'on_hold': 3, 'dropped': 0, 'wish': 9, 'collect': 281, 'doing': 21}",255969,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/b8/df/255969_b8uBl.jpg,https://lain.bgm.tv/r/100/pic/cover/l/b8/df/255969_b8uBl.jpg,https://lain.bgm.tv/pic/cover/l/b8/df/255969_b8uBl.jpg,https://lain.bgm.tv/r/800/pic/cover/l/b8/df/255969_b8uBl.jpg,https://lain.bgm.tv/r/400/pic/cover/l/b8/df/255969_b8uBl.jpg,,スタァライト九九組【愛城華恋(CV:小山百代)、神楽ひかり(CV:三森すずこ)、天堂真矢(CV:富田麻帆)、星見純那(CV:佐藤日向)、露崎まひる(CV:岩田陽葵)、大場なな(CV:小泉萌香)、西條クロディーヌ(CV:相羽あいな)、石動双葉(CV:生田輝)、花柳香子(CV:伊藤彩沙)】,2018-10-17,"￥ 2,700",36 分,,,1,116,214,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 5, '7': 17, '8': 68, '9': 68, '10': 56}",8.714953271028037,,,中村彼方,三好啓太、藤澤慶昌、本多友紀、加藤達也、尋木ヒロ,三好啓太、藤澤慶昌、本多友紀、加藤達也、尋木ヒロ、小高光太郎,PCCG-01707,,,,,,,ポニーキャニオン,"[{'v': 'La Revue de Soirée'}, {'v': '「少女☆歌劇 レヴュースタァライト」劇中歌アルバムVol.2 「ラ レヴュー ド ソワレ」'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-21,,NTV系アニメ『NANA』の土屋アンナ、OLIVIAによる全オープニング・テーマ、エンディング・テーマを完全収録したベスト・アルバム。原作者 矢沢あいに「イメージにピッタリ」とまでいわせしめた、アニメファンも圧巻の曲のデティールにまで矢沢がこだわった楽曲達が詰め込まれました!! (C)RS,NANA BEST,,"{'nana': 13, 'ED': 5, 'OST': 4, 'OP': 3, 'アニソン': 2, '2007': 2, '挿入歌': 2, 'BEST': 2, '动画': 2, 'IN': 1, 'IM': 1}",14,"{'on_hold': 2, 'dropped': 0, 'wish': 4, 'collect': 68, 'doing': 5}",48392,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/d6/fc/48392_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/d6/fc/48392_jp.jpg,https://lain.bgm.tv/pic/cover/l/d6/fc/48392_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/d6/fc/48392_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/d6/fc/48392_jp.jpg,,ANNA(土屋アンナ) inspi' NANA(BLACK STONES)、OLIVIA inspi' REIRA(TRAPNEST),2007-03-21,"￥ 2,500",61 分,,,1,530,51,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 3, '8': 25, '9': 18, '10': 4}",8.411764705882353,,,ANNA(土屋アンナ)、OLIVIA、川村真澄、Chazne、SPACE CRITTER、竹内めぐみ、衛藤利恵、Eclipse、Paul Thomas Cook、Stephen Philip Jones、グレン・マトロック、ジョニー・ロットン,宮崎歩(宮﨑歩)、山口寛雄、大西かつみ、OLIVIA、rui、小幡英之、長瀬弘樹、COZZi、大西克巳、Paul Thomas Cook、Stephen Philip Jones、グレン・マトロック、Jeffrey Lufkin,宮崎歩(宮﨑歩)、十川知司、大西かつみ、rui、kansei、ゲイリー・ニュービー、COZZi、大西克巳,,,,,,,,エイベックス・マーケティング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,,Aimerの通算4枚目のシングル。フジテレビ“ノイタミナ”アニメ『夏雪ランデブー』エンディング・テーマで、切なくも壮大なバラード「あなたに出会わなければ~夏雪冬花~」と、CS放送フジテレビTWOドラマ『恋なんて贅沢が私に落ちてくるのだろうか?』主題歌「星屑ビーナス」他を収録。,あなたに出会わなければ～夏雪冬花～ / 星屑ビーナス,,"{'Aimer': 93, 'ED': 62, '夏雪密会': 43, '神曲': 18, '2012': 13, '夏雪ランンデブー': 12, 'ACG': 9, '百田留衣': 7, 'anime': 5, 'アニメ': 4, 'single': 3, 'OPED插入歌': 3, 'Anime_ED': 2, 'OP_ED': 1, 'Bplus': 1, '中庸': 1, '古川貴浩': 1, '推荐': 1, 'アニソン': 1, 'DefSTAR_RECORDS': 1, '动漫主题曲': 1, '动漫': 1, '日本': 1, '动画': 1, '单曲': 1, '专辑': 1, '飛内将大': 1, '日语': 1, 'JPOP': 1, '玉井健二': 1}",4,"{'on_hold': 1, 'dropped': 1, 'wish': 9, 'collect': 289, 'doing': 11}",41885,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/f1/ac/41885_3KDo1.jpg,https://lain.bgm.tv/r/100/pic/cover/l/f1/ac/41885_3KDo1.jpg,https://lain.bgm.tv/pic/cover/l/f1/ac/41885_3KDo1.jpg,https://lain.bgm.tv/r/800/pic/cover/l/f1/ac/41885_3KDo1.jpg,https://lain.bgm.tv/r/400/pic/cover/l/f1/ac/41885_3KDo1.jpg,,Aimer,2012-08-15,"￥1,300",14 分,,,1,486,238,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 5, '7': 36, '8': 106, '9': 71, '10': 19}",8.252100840336135,,,aimerrhythm(Aimer) / Neil Sedaka / Howard Greenfield,百田留衣 / 飛内将大 / Neil Sedaka / Howard Greenfield,玉井健二 / 百田留衣 / 飛内将大 / 古川貴浩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-21,,"　　涼宮ハルヒの詰合～TVアニメ「涼宮ハルヒの憂鬱」劇中歌集シングル～
　　user posted image
　　商品番号: LACM-4268
　　メディア: マキシシングルCD
　　组枚数: 1
　　発売日: 2006/06/21
　　価格: 1200円(税込)
　　アーティスト/ キャスト
　　平野綾 (アーティスト)　 後藤邑子(アーティスト)
　　畑亜贵 (作词者)　 山本寛 (作词者)
　　神前暁 (作曲者)　 神前暁 (编曲者)
　　内容
　　角川スニーカー文庫で累計250万部を突破している大人気作品『涼宮ハルヒの憂鬱』。。アニメーション制作は『AIR』の高い完成度で度肝を抜いた、京都アニメーション。挿入歌3曲を収録しシングルカット！！放送第1話衝撃のオープニング曲「恋のミクル伝説」も入っています！",涼宮ハルヒの詰合 〜TVアニメ「涼宮ハルヒの憂鬱」劇中歌集シングル〜,,"{'平野绫': 108, '凉宫春日': 89, '神前晓': 47, '燃': 46, '团长': 42, '神曲': 40, '插入曲': 36, 'SOS': 22, '2006': 19, 'OST': 17, 'GOD': 13, '燃曲': 9, 'knows————sos': 9, 'IN': 9, '平野綾': 8, '经典': 7, '後藤邑子': 4, 'single': 4, '动画': 4, '神前暁': 3, 'anime': 3, '凉宫春日的忧郁': 3, '涼宮ハルヒの憂鬱': 3, 'アニメ': 3, '插入歌': 3, 'Lantis': 2, '涼宮ハルヒ': 2, '2006年': 1, '王族乐队': 1}",3,"{'on_hold': 1, 'dropped': 1, 'wish': 20, 'collect': 522, 'doing': 15}",7646,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/5a/f1/7646_8sl58.jpg,https://lain.bgm.tv/r/100/pic/cover/l/5a/f1/7646_8sl58.jpg,https://lain.bgm.tv/pic/cover/l/5a/f1/7646_8sl58.jpg,https://lain.bgm.tv/r/800/pic/cover/l/5a/f1/7646_8sl58.jpg,https://lain.bgm.tv/r/400/pic/cover/l/5a/f1/7646_8sl58.jpg,Maxi / Soundtrack,,2006-06-21,"￥ 1,200",12 m,,ランティス,1,285,389,"{'1': 0, '2': 1, '3': 0, '4': 1, '5': 3, '6': 13, '7': 53, '8': 130, '9': 123, '10': 65}",8.398457583547557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-26,,TV:TX系アニメ「ARIA The NATURAL」のオープニング・テーマを収録したシングル。歌うのは、ヴォーカリスト、ピアニスト、アクトレスとしても活動をしている牧野由依。イタリア語で`幸福感`というタイトル通りの心地よい作品。,ユーフォリア,Euforia,"{'牧野由依': 18, 'OP': 17, '水星领航员': 10, '2006': 5, '2006年': 3, 'ARIA': 2, '窪田ミナ': 2, 'A-': 1, 'OP_ED': 1, 'anime': 1, '我眼里怎么突然进沙子了': 1, 'IN': 1}",4,"{'on_hold': 2, 'dropped': 0, 'wish': 2, 'collect': 83, 'doing': 4}",102018,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/a5/e7/102018_181A7.jpg,https://lain.bgm.tv/r/100/pic/cover/l/a5/e7/102018_181A7.jpg,https://lain.bgm.tv/pic/cover/l/a5/e7/102018_181A7.jpg,https://lain.bgm.tv/r/800/pic/cover/l/a5/e7/102018_181A7.jpg,https://lain.bgm.tv/r/400/pic/cover/l/a5/e7/102018_181A7.jpg,"Single, Maxi",牧野由依,2006-04-26,"￥ 1,188",22 分,,ビクターエンタテインメント,1,716,63,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 3, '7': 14, '8': 16, '9': 19, '10': 10}",8.253968253968255,ビクターエンタテインメント,,,,,,,,,,,Euforia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
